
Project				Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
			10280013	10280013	ADPTR, HP DCV 1.5" SPACER, PASS THROUGH	DepReq	ProjSt			-1					28.10.2022	P02	            10456539		BC5	EA	            189
			BB20-080009-12	BB20-080009-12	O-RING, 8,1x1,6, NBR90A	DepReq	ProjSt			-4					28.10.2022	B15	            10456539		TS9	EA	            124
			BB15-081496-10	BB15-081496-10	BU-RING, 11,15x13,37x1,37, PTFE	DepReq	Stock			-4					28.10.2022	B15	            10456539		B01	EA	            164
			10228678	10228678	SHCS HEX, 5/16-18UNRCX2,5, 718, PTFE	DepReq	POitem	         4501732691	                  50	-4	              4			09.11.2022	28.10.2022	C03	            10456539		BC5	EA	            160
			BB17-060056-19	BB17-060056-19	SCREW HEX, M12X30, A4-80	DepReq	ProjSt			-4					28.10.2022	C02	            10456539		BC5	EA	            160
			BB17-000103-02	BB17-000103-02	WASHER, LOCK,REGULAR SPRING, .500 NOM,31	DepReq	ProjSt			-14					28.10.2022	C03	            10456539		BC5	EA	            189
			BB17-000103-01	BB17-000103-01	WASHER, LOCK, REGULAR SPRING, .250 NOM	DepReq	ProjSt			-125					28.10.2022	C03	            10456539		BC5	EA	            189
			BB17-MX0008-00	BB17-MX0008-00	SHCS HEX, M6X16, A4-80	DepReq	ProjSt			-4					28.10.2022	C03	            10456539		BC5	EA	            176
			10210121	10210121	SHCS HEX, 1/4-20UNRCX1,25, 316SH	DepReq	ProjSt			-4					28.10.2022	P01	            10456539		BC5	EA	            216
			10187811	10187811	SEAL RING TERMINAL M6 16-14 AWG BLUE	DepReq	ProjSt			-1					28.10.2022	L02	            10456539		BC5	EA	            180
			BBH79260204473	BBH79260204473	O-RING, 227,97x6,99, NBR70A	DepReq	ProjSt			-1					28.10.2022	C03	            10456539		B02	EA	            180
			BB159343	BB159343	SCREW HEX, M10X30, A4-80	DepReq	ProjSt			-2					28.10.2022	C03	            10456539		BC5	EA	            216
			10230504	10230504	O-RING, 50,17x5,33, NBR70A	DepReq	ProjSt			-2					28.10.2022	C03	            10456539		B02	EA	            180
			10210124	10210124	SHCS HEX, 1/4-20UNRCX1, 316SH	DepReq	POitem	         4501732104	                  50	-34	             34			07.11.2022	28.10.2022	P01	            10456539		BC5	EA	            176
			10143076	10143076	SHCS HEX, M6X10, A4-80	DepReq	ProjSt			-1					28.10.2022	P01	            10456539		BC5	EA	            134
			10178397	10178397	CLAMP, BOLT, 304SS, 2-7/8" TO 1/8"	DepReq	POitem	         4501738769	                  20	-1	              1			25.11.2022	28.10.2022	C03	            10456539		M25	EA	            140
			10178398	10178398	STUD FT, SPECIAL, #10-32UNF X 0.75", 316	DepReq	POitem	         4501732691	                 110	-1	              1			25.11.2022	28.10.2022	C03	            10456539		BC5	EA	            180
			10178399	10178399	CLAMP, LOOP, 1/2" OD 300 SS	DepReq	PurRqs	           16372010	                  10	-1	              1	13.06.2022		23.11.2022	28.10.2022	C03	            10456539		M25	EA	            160
			10178460	10178460	NUT HEX, LOCK, W/ INSE, #10-32 UNF, 18.8	DepReq	ProjSt			-2					28.10.2022	C03	            10456539		BC5	EA	            160
			10178461	10178461	WASHER, FLAT, #10, 18-8 SS, 7/16"OD	DepReq	ProjSt			-1					28.10.2022	C03	            10456539		BC5	EA	            150

		BB17-000231-06		BB17-000231-06	THREDSEAL, WASHER, .88" BOLT,1.562 OD X	OrdRes	ProjSt			-5					01.10.2022	C03	             8431288		BC5	EA	            189
		BB17-000103-01		BB17-000103-01	WASHER, LOCK, REGULAR SPRING, .250 NOM	OrdRes	ProjSt			-10					01.10.2022	C03	             8431288		BC5	EA	            189
		10197451		10197451	SHCS HEX, 1/4-20UNRCX2625, 718, PTFE	OrdRes	ProjSt			-3					01.10.2022	C03	             8431288		BC5	EA	            189
		BB15-000688-49		BB15-000688-49	CONN PART,ELECT,BOOT SEAL,NATRBR F/WIRE	OrdRes	ShpgNt	         4501732079	                  10	-4	              4			28.09.2022	01.10.2022	C03	             8431288		BC7	EA	            250
		10210124		10210124	SHCS HEX, 1/4-20UNRCX1, 316SH	OrdRes	POitem	         4501732104	                  20	-2	              2			07.11.2022	01.10.2022	P01	             8431288		BC5	EA	            176
		BB17-000120-01		BB17-000120-01	NUT HEX, 1/4-20UNC, 316SH	OrdRes	ProjSt			-2					01.10.2022	C03	             8431288		BC5	EA	            140
		BB17-000125-01		BB17-000125-01	WASHER, FLAT,TYPE "B" REGULAR, .250 NOM,	OrdRes	ProjSt			-2					01.10.2022	C03	             8431288		BC5	EA	            189
		BB17-000104-24		BB17-000104-24	SHCS HEX, 3/8-16UNRCX1,25, 316SH	OrdRes	ProjSt			-2					01.10.2022	C03	             8431288		BC5	EA	            150
		BB17-000103-03		BB17-000103-03	WASHER, LOCK,REGULAR SPRING, .375 NOM,	OrdRes	ProjSt			-2					01.10.2022	C03	             8431288		BC5	EA	            150
		BB17-000102-85		BB17-000102-85	SCREW HEX, 10-32UNRFX0,375, 316SH	OrdRes	ProjSt			-2					01.10.2022	C03	             8431288		BC5	EA	            150
		BB17-000103-17		BB17-000103-17	WASHER, LOCK,REGULAR SPRING, #10 NOM,316	OrdRes	ProjSt			-2					01.10.2022	L02	             8431288		BC5	EA	            189
		BB17-000125-10		BB17-000125-10	WASHER, FLAT, #10, 316SS	OrdRes	POitem	         4501732105	                  40	-2	              2			23.11.2022	01.10.2022	L02	             8431288		BC5	EA	            189
		BB17-000295-05		BB17-000295-05	SCREW HEX, 0,25-20UNRCX0,625, TI2	OrdRes	ShpgNt	         4501733271	                  40	-2	              2			19.09.2022	01.10.2022	C03	             8431288		BC5	EA	            180
		10079285		10079285	PLUG, HEX HEAD, .250 MSAE, 316SS	OrdRes	ShpgNt	         4501735899	                 180	-2	              2			20.10.2022	09.12.2021	S03	             8431288		M25	EA	            159
		BB15-000606-07		BB15-000606-07	2 PIN BOOT	OrdRes	PurRqs	           16599902	                  10	-2	              2	20.07.2022		29.12.2022	09.12.2021	C03	             8431288		BC0	EA	            160
