
Project								Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time

					BBFJD000254			BBFJD000254	FORG RING DIA 19.3/4" / 16" X 3.1/4"	SubReq	POitem	         4501734434	                  20	-1	              2			23.11.2022	28.10.2022	F01	            10458588		BC2	EA	            150

				BB91-BDE-336				BB91-BDE-336	CAMISA EXTERNA	DepReq	PurRqs	           17556614	                  10	-1	              1	31.01.2023		24.02.2023	24.02.2023	U02	            10457543	           50	BC8	EA

					BBFJD000545			BBFJD000545	FORG, RING ÿ29"xÿ25.1/2"x14.7/8" - 4130	SubReq	PurRqs	           17447444	                  10	-1	              3	10.10.2022		05.01.2023	31.01.2023	F01	            10458761		BC2	EA	            150

				10360818				10360818	USIN, HASTE DE DESTRAVAMENTO SECUNDARIO	DepReq	PurRqs	           17582984	                  10	-2	              2	28.10.2022		24.03.2023	24.02.2023	P02	            10457543		BC8	EA	            120

					10357369			10357369	FORG, ROUND BAR ÿ1.3/4" - 8630 80K	SubReq	PurRqs	           17500492	                  10	-1.530	          1.530	15.10.2022		12.01.2023	28.10.2022	P02	            10458476		BC2	MM	            150

				10360840				10360840	MACH, SECONDARY UNLOCKING BAR	DepReq	PurRqs	           17582973	                  10	-1	              1	28.10.2022		24.03.2023	24.02.2023	P02	            10457543		BC8	EA	            120

					10360863			10360863	FORG, RECT BAR 5.1/8" X 3" 8630 - 105k	SubReq	PurRqs	           17500129	                  10	-0,685	          4,795	25.10.2022		18.01.2023	28.10.2022	P02	            10458356		BC5	M

				10360842				10360842	MACH, CORPO INFERIOR	DepReq	PurRqs	           17582980	                  10	-1	              1	28.10.2022		24.03.2023	24.02.2023	P02	            10457543		BC8	EA	            120

					10360843			10360843	FORJ, CORPO INFERIOR	SubReq	PurRqs	           17583180	                  10	-1	              1	28.10.2022		24.11.2022	28.10.2022	P02	            10458363		BC2	EA

				BB91-BDE-532				BB91-BDE-532	MACH, SOFT LANDING BUSHING	DepReq	POitem	         4501737410	                  20	-4	             32			09.11.2022	24.02.2023	M01	            10457543		BC3	EA	            120
				10360847				10360847	MACH, ANEL DE DESGASTE	DepReq	PurRqs	           17583037	                  10	-1	              1	28.10.2022		24.03.2023	24.02.2023	P02	            10457543		BC8	EA	            120

					10360864			10360864	FORG, RING ÿ19.1/2"X ÿ16" X 1" 8630 105K	SubReq	PurRqs	           17507667	                  10	-1	              3	16.12.2022		10.01.2023	28.10.2022	P02	            10458587		BC5	EA

				10360848				10360848	MACH, LOCKING SLEEVE	DepReq	PurRqs	           17556599	                  10	-1	              1	01.11.2022		24.02.2023	24.02.2023	P02	            10457543		BC8	EA	             90

					10360865			10360865	FORG,RING ÿ26"Xÿ17.1/8"X3.1/2"8630 105K	SubReq	PurRqs	           17508048	                  10	-1	              3	16.12.2022		11.01.2023	01.11.2022	P02	            10458569		BC5	EA

				10355816				10355816	MACH, UPPER BLOCK, CONN 11" MCV DOUBL	DepReq	PldOrd	          112488001		-1	              1	13.12.2022	20.12.2022	24.02.2023	24.02.2023	M22	            10457543	           45		EA

					10354541			10354541	PRE-CLAD, UPPER BODY, CONNECTOR 11"	DepReq	PurRqs	           17583436	                  10	-1	              1	28.10.2022		20.03.2023	20.12.2022	U01	            10458689		BC8	EA	            114

						10354491		10354491	FORG, CONNECTOR UPPER BODY	SubReq	POitem	         4501741155	                  20	-1	              1			02.02.2023	28.10.2022	F01	            10459403		BC2	EA	            320

				10360849				10360849	MACH, PARAFUSO ESPECIAL (TRAVA MECANICA)	DepReq	PurRqs	           17583085	                  10	-2	              2	28.10.2022		06.03.2023	24.02.2023	P02	            10457543		BC8	EA	            100

					10234557			10234557	FORG, ROUND BAR 1.1/2", 4130 - RQ10	SubReq	PurRqs	           17507656	                  10	-0,570	          1,140	15.10.2022		11.01.2023	28.10.2022	F01	            10458767		BC2	M	            180

			BB14-BS0071-21					BB14-BS0071-21	ASSY, U-VCM ARTICULATED ARM	DepReq	PldOrd	          112494523		-1	              1	14.02.2023	24.02.2023	27.02.2023	27.02.2023	M02	            10456686	            1		EA

				BB18-BS0143-68				BB18-BS0143-68	MACH, U-VCM ARTICULATED ARM	DepReq	POitem	         4501732810	                 120	-1	              1			22.03.2023	24.02.2023	P03	            10457504		BC4	EA	            120

					BBFJD002272			BBFJD002272	FORG, HOLLOW BAR 8.1/2  4.1/2	SubReq	ProjSt			-0,160					26.10.2022	F01	             9200943		BC2	M	            150
					BBFJD000526			BBFJD000526	FORG, RING ÿ 13 1/2" / 7 1/2" X 3 1/2"	SubReq	ProjSt			-1					26.10.2022	F01	             9200943		BC2	EA	            210
					BBFJD002375			BBFJD002375	FORG, HOLLOW BAR ÿ 9 1/4" / 4" - 4130	SubReq	PurRqs	           17447432	                  10	-0,095	          0,285	10.10.2022		05.01.2023	26.10.2022	F01	             9200943		BC2	M	            210

				BB18-BS0143-71				BB18-BS0143-71	CHAVETA ANTI-ROTACIONAL	DepReq	PurRqs	           17583145	                  10	-2	              2	28.10.2022		26.04.2023	24.02.2023	U01	            10457504		BC8	EA	            150

					BBFJD003079			BBFJD003079	EN FORG, FLAT BAR, 7/8" X 1.7/8" - 4340	SubReq	POitem	         4501733239	                 100	-0,050	          0,100			01.11.2022	28.10.2022	F01	            10458770		BC2	M	            200

				BBPFC029248				BBPFC029248	HEXSO SCR, 5/8-20x1/4-FT, AISI316	DepReq	ProjSt			-2					24.02.2023	P01	            10457504		BC5	EA	            150

			BB18-BS0303-22					BB18-BS0303-22	MACH, LAUNCHING EYE	DepReq	PurRqs	           17584194	                  10	-1	              1	28.10.2022		24.03.2023	27.02.2023	U01	            10456686		BC8	EA	            120

				10351461				10351461	FORG, LAUNCHING EYE - 4130 80 KSI	SubReq	POitem	         4501728472	                  40	-1	              2			15.12.2022	28.10.2022	F01	            10460392		BC2	EA	            210

			BB18-BS0143-67					BB18-BS0143-67	MACH, ARTICULATION PIN	DepReq	POitem	         4501743222	                  80	-1	              2			21.12.2022	27.02.2023	U01	            10456686		BC8	EA	             75

				BBFJD001473				BBFJD001473	FORG, HOLLOW BAR ÿ 5 3/4" - 4130	SubReq	ScPrSt			-0,660					14.09.2022	F01	            10242906		BC2	M	            150

			10360819					10360819	USIN, CHAVETA DE CARGA	DepReq	PurRqs	           17582900	                  10	-4	              4	28.10.2022		06.03.2023	27.02.2023	P02	            10456686		BC8	EA	            100

				10357369				10357369	FORG, ROUND BAR ÿ1.3/4" - 8630 80K	SubReq	PurRqs	           17508494	                  10	-0,280	          0,280	15.10.2022		05.01.2023	28.10.2022	P02	            10457628		BC2	MM	            150

			10360840					10360840	MACH, SECONDARY UNLOCKING BAR	DepReq	PurRqs	           17582974	                  10	-1	              1	28.10.2022		24.03.2023	27.02.2023	P02	            10456686		BC8	EA	            120

				10360863				10360863	FORG, RECT BAR 5.1/8" X 3" 8630 - 105k	SubReq	PurRqs	           17500129	                  10	-0,685	          4,795	25.10.2022		18.01.2023	28.10.2022	P02	            10458357		BC5	M

			10350906					10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	ShpgNt	         4501733920	                  40	-1	             13			26.08.2022	27.02.2023	Y01	            10456686		BC5	EA	            200
			10361686					10361686	ASSY, ROV PANEL, TRIPLE VCM T3	DepReq	PurRqs	           17497570	                  10	-1	              1	14.10.2022		15.02.2023	27.02.2023	P02	            10456686	           10	BC4	EA	            110

				10110005				10110005	PARKING PLACE RECEPTACLE - AISI 316	SubReq	ProjSt			-1					13.01.2023	M01	            10329942		BC3	EA	             60
				BBPFE014282				BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	SubReq	ProjSt			-4					14.10.2022	P01	            10329942		BC5	EA	            192
				BBVAL000060				BBVAL000060	DIRECTIONAL VALVE 3/8" NPT	SubReq	ProjSt			-1					13.01.2023	V01	            10329942		BC5	EA	            150
				BBPFE014004				BBPFE014004	CSK HEX SCR,1/2-13x2,AISI316	SubReq	ShpgNt	         4501728167	                  40	-4	            104			06.09.2022	13.01.2023	P01	            10329942		BC5	EA	            150
				BBPFC034230				BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	SubReq	ProjSt			-4					13.01.2023	P01	            10329942		BC5	EA	            160
				BBPFC029220				BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	ProjSt			-2					13.01.2023	P01	            10329942		BC5	EA	            192
				BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	SubReq	ShpgNt	         4501739663	                  80	-4	             68			29.11.2022	13.01.2023	P01	            10329942		BC5	EA	            160
				BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	SubReq	ShpgNt	         4501728167	                 120	-4	            104			06.09.2022	13.01.2023	P01	            10329942		BC5	EA	            129
				BBARR034001				BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	SubReq	ProjSt			-4					13.01.2023	P01	            10329942		BC5	EA	            140
				BBARR004005				BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	SubReq	ProjSt			-2					13.01.2023	L02	            10329942		BC5	EA	            150
				BBPFC029225				BBPFC029225	HEXSO SCR, 1/4-20x1-FT, AISI316	SubReq	ProjSt			-2					13.01.2023	P01	            10329942		BC5	EA	            160
				BBPOR091016				BBPOR091016	HVY NUT, 3/8-16, AISI316	SubReq	ProjSt			-12					13.01.2023	P01	            10329942		BC5	EA	            192

			10362556					10362556	WLDMT, GUIDE FUNNEL	DepReq	PurRqs	           17459435	                  10	-1	              1	20.01.2023		14.02.2023	27.02.2023	P02	            10456686		BC4	EA	            120
			10362238					10362238	WLDMT, ROV PANEL SUPPORT	DepReq	PurRqs	           17481552	                  10	-1	              1	11.10.2022		07.02.2023	27.02.2023	P02	            10456686	           10	BC4	EA	            120
			10362277					10362277	WLDMT, UMBILICAL FRAME, VCM T3	DepReq	PurRqs	           17481727	                  10	-1	              1	13.10.2022		27.02.2023	27.02.2023	P02	            10456686	           10	BC4	EA	            110
			10362676					10362676	WLDMT,COAT AND ANODES, UMB FRAME	DepReq	PurRqs	           17481554	                  10	-1	              1	13.10.2022		27.02.2023	27.02.2023	P02	            10456686	           10	BC4	EA	            110
			10362217					10362217	WLDMT, ACTUATOR PISTON SUPPORT	DepReq	PurRqs	           17481452	                  10	-1	              1	02.01.2023		25.01.2023	27.02.2023	P02	            10456686	           10	BC4	EA
			10362200					10362200	MACH, VISUAL INDICATOR, TRIPLE VCM T3	DepReq	PurRqs	           17459434	                  10	-1	              1	23.01.2023		15.02.2023	27.02.2023	P02	            10456686		BC5	EA
			BB91-BDC-890					BB91-BDC-890	MACH, VCM/UTM MANDREL WASHER	DepReq	POitem	         4501739315	                 190	-1	              4			22.11.2022	27.02.2023	M01	            10456686		BC3	EA	            100
			10121660					10121660	HEX SCR,1.1/2-8x2.1/2,A193 B7M	DepReq	PurRqs	           17584187	                  10	-1	              1	28.10.2022		24.05.2023	27.02.2023	P01	            10456686		BC5	EA	            180
			BB28-BS0216-09					BB28-BS0216-09	WLDMT, SHACKLE STOP	DepReq	PurRqs	           17560666	                  10	-2	              6	24.10.2022		01.03.2023	27.02.2023	C01	            10456686		BC4	EA	            130
			10354915					10354915	HEX SCR,1/2-13x1.1/4-FT,A320 L7	DepReq	POitem	         4501732885	                 200	-4	             16			09.11.2022	27.02.2023	P01	            10456686		BC5	EA	            164
			10363839					10363839	HYDR DIAG, TRIPLE VCM TYPE 3, MARLIM	DepReq	PldOrd	          112499296		-1	              1	19.01.2023	16.02.2023	27.02.2023	27.02.2023	Y01	            10456686	            2	Y01	EA	             15
			10363588					10363588	MACH, LOCKING PLATE 01, VCM T3	DepReq	PldOrd	          112487795		-1	              1	23.01.2023	23.02.2023	27.02.2023	27.02.2023	U01	            10456686		BC3	EA	            114
			10363812					10363812	MACH, LOCKING PLATE 02, VCM T3	DepReq	PldOrd	          112487379		-1	              1	09.01.2023	06.02.2023	27.02.2023	27.02.2023	Y01	            10456686	           10	BC3	EA	            114
			BBARR034001					BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	ProjSt			-8					27.02.2023	P01	            10456686		BC5	EA	            140
			BBPOR091001					BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ShpgNt	         4501728167	                 120	-4	            104			06.09.2022	27.02.2023	P01	            10456686		BC5	EA	            129
			10211815					10211815	HEX SCR,1/2-13x1.3/4,AISI316	DepReq	PurRqs	           17584175	                  10	-4	              4	28.10.2022		04.05.2023	27.02.2023	P01	            10456686		BC5	EA	            160
			BBANV000256					BBANV000256	O-RING REF PARKER 2-255 90 SH A	DepReq	PurRqs	           17557534	                  10	-1	              1	24.10.2022		25.01.2023	27.02.2023	C02	            10456686		BC5	EA	             70
			BB91-BDF-008					BB91-BDF-008	SLEEVE	DepReq	PurRqs	           17583273	                  10	-1	              1	28.10.2022		19.04.2023	27.02.2023	U01	            10456686		BC8	EA	            145

				10062678				10062678	FORG,HOLLOW BAR ÿ7.1/2"xÿ5.3/8",4130-105	SubReq	PurRqs	           17212703	                  10	-0,200	          1,200	14.09.2022		05.12.2022	28.10.2022	F01	            10459136		BC2	M	            150

			BB91-BDF-023					BB91-BDF-023	PISTAO - SISTEMA DESTRAV. SECUNDARIO	DepReq	PurRqs	           17332391	                  10	-1	              1	26.10.2022		16.02.2023	27.02.2023	U02	            10456686	           45	BC8	EA	             90

				BBFJD001508				BBFJD001508	FORG, ROUND BAR ÿ 6.3/4" - 4130-80k	SubReq	ProjSt			-0,200					26.10.2022	F01	            10156517		BC2	M	            150

			BB91-BDF-021					BB91-BDF-021	COVER	DepReq	PurRqs	           17583178	                  10	-1	              1	28.10.2022		22.03.2023	27.02.2023	U03	            10456686	           30	BC8	EA	            120

				BBFJD001438				BBFJD001438	FORG, ROUND BAR, ÿ7.3/4", 4130 - 80K	SubReq	PurRqs	           17475751	                  10	-0,102	          0,612	10.10.2022		19.12.2022	28.10.2022	F01	            10458867		BC2	M	            150

			BB91-BDF-022					BB91-BDF-022	BASE	DepReq	PurRqs	           17583177	                  10	-1	              1	28.10.2022		22.03.2023	27.02.2023	U02	            10456686	            8	BC3	EA	            120
			BBANV000389					BBANV000389	O-RING REF PARKER 2-258 90 SH A	DepReq	PurRqs	           17557972	                  10	-1	              1	24.10.2022		19.01.2023	27.02.2023	C02	            10456686		BC5	EA	            150
			10121034					10121034	HEXSO SCR,1/2-13x1.3/8,A193 B7M	DepReq	ProjSt			-2					27.02.2023	P01	            10456686		BC5	EA	            140

		10342732						10342732	ASSY,VERTICAL INJECTON ADAP, INJECT XMT	OrdRes	PldOrd	          112486874		-1	              1	09.12.2022	16.12.2022	01.03.2023	01.03.2023	A12	             8431532	           50		EA

			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					16.12.2022	C02	            10456802		BC5	EA	            150
			10238056					10238056	API STANDARD NAMEPLATE - 140 x 127	DepReq	ProjSt			-1					16.12.2022	L02	            10456802		BC0	EA	            150
			10353842					10353842	WLDMT, GOOSE NECK, STAGE 3	DepReq	POitem	         4501725343	                  30	-1	              1			19.12.2022	16.12.2022	M01	            10456802		BC8	EA	            189

				10352285				10352285	MACH, GOOSE NECK BENT PIPE	SubReq	ScPrSt			-1					23.08.2022	F01	             8613654		BC8	EA	            114
				10353852				10353852	MACH, 6BX FLANGE 7.1/16" - 10KSI	SubReq	PrdOrd	             509307	                   1	-1	              1	09.09.2022	09.09.2022	06.10.2022	23.08.2022	M01	             8613654	           30	BC8	EA	            114
				10353853				10353853	MACH, 6BX FLANGE 5.1/8" - 10KSI	SubReq	PrdOrd	             509308	                   1	-1	              1	24.08.2022	24.08.2022	06.10.2022	23.08.2022	M01	             8613654	           30	BC8	EA	            114
				10163690				10163690	CSTNG, ANODE 160X160X380, 25 kg	SubReq	ScPrSt			-2					23.08.2022	C02	             8613654		BC5	EA	            100
				BBFJD002272				BBFJD002272	FORG, HOLLOW BAR 8.1/2  4.1/2	SubReq	ScPrSt			-0,210					23.08.2022	F01	             8613654		BC2	M	            150

			10352437					10352437	HYDRAULIC ACTUATOR 4" XMT DLL GLL	DepReq	PldOrd	          112487380		-1	              1	25.11.2022	02.12.2022	06.01.2023	06.01.2023	A22	            10456802	           25	BC1	EA

				10352899				10352899	MACH, 4" ACTUATOR BONNET	DepReq	PrdOrd	             511407	                   1	-1	              1	28.10.2022	29.10.2022	03.01.2023	02.12.2022	U01	            10457657		BC8	EA	            130

					10352897			10352897	PRE-CLAD, 4" ACTUATOR BONNET	OrdRes	ProjSt			-1					29.10.2022	U01	            10435806		BC3	EA	            130

				10353296				10353296	MACH, CYLINDER, 4î HYDRAULIC ACTUATOR	DepReq	POitem	         4501739309	                  30	-1	              1			20.12.2022	02.12.2022	U01	            10457657		BC8	EA	            105

					BBFJD002247			BBFJD002247	FORG, HOLLOW BAR ÿ12.1/2"Xÿ6.1/2" - 4130	SubReq	ScPrSt			-0,900					02.09.2022	F01	             9867170		BC2	M	            150

				BB91-BDB-288				BB91-BDB-288	MACH, PISTON, 4î HYDRAULIC ACTUATOR	DepReq	POitem	         4501739315	                  20	-1	              1			14.12.2022	02.12.2022	U02	            10457657	           30	BC8	EA	            105

					BBFJD001298			BBFJD001298	FORG, ROUND BAR ÿ7.1/4" - 4130-80	SubReq	ScPrSt			-0,205					31.08.2022	F01	             9867173		BC2	M	            150

				BB91-BDB-289				BB91-BDB-289	MACH, BOTTOM ROD, HYDRAULIC ACTUATOR 4"	DepReq	POitem	         4501743468	                  20	-1	              1			05.12.2022	02.12.2022	U03	            10457657	           45	BC8	EA	            105

					BBFJD001267			BBFJD001267	FORG, ROUND BAR ÿ2.1/2" - UNS N07718	SubReq	ProjSt			-0,995					01.08.2022	F01	            10273985		BC2	M	            150

				BB91-BDB-290				BB91-BDB-290	MACH, CASING NUT, 4î HYDRAULIC ACTUATOR	DepReq	POitem	         4501739315	                  50	-1	              1			14.12.2022	02.12.2022	U02	            10457657	           30	BC8	EA	            105

					BBFJD001217			BBFJD001217	FORG, ROUND BAR ÿ4.1/2" - UNS C17200	SubReq	ScPrSt			-0,130					31.08.2022	F01	             9867176		BC2	M	            155

				BB91-BDB-291				BB91-BDB-291	MACH, UPPER STEM, 4î HYDRAULIC ACTUATOR	DepReq	POitem	         4501739315	                  60	-1	              1			14.12.2022	02.12.2022	U03	            10457657	           45	BC8	EA	            105

					BBFJD001217			BBFJD001217	FORG, ROUND BAR ÿ4.1/2" - UNS C17200	SubReq	ScPrSt			-0,595					31.08.2022	F01	             9867177		BC2	M	            155

				BB91-BDB-292				BB91-BDB-292	MACH, DRIFT NUT, 4î HYDRAULIC ACTUATOR	DepReq	POitem	         4501739315	                  70	-1	              1			14.12.2022	02.12.2022	U02	            10457657	           30	BC8	EA	            105

					BBBAR033020			BBBAR033020	FORG, ROUND BAR ÿ110mm - UNS S17400	SubReq	ScPrSt			-0,105					31.08.2022	F01	             9867178		BC2	M	            150

				BB91-BDB-293				BB91-BDB-293	MACH, SPACER, HYDRAULIC ACTUATOR 4"	DepReq	POitem	         4501739650	                  30	-1	              1			09.11.2022	02.12.2022	U03	            10457657	           30	BC8	EA	            105

					BBFJD001297			BBFJD001297	FORG, ROUND BAR ÿ4.1/2" - 4130-80	SubReq	ScPrSt			-0,230					27.07.2022	F01	             9901700		BC2	M	            150

				BB91-BDB-726				BB91-BDB-726	EXTERNAL SPRING	DepReq	POitem	         4501733885	                  10	-1	              5			26.10.2022	02.12.2022	C03	            10457657		BC0	EA	            180
				BB91-BDB-727				BB91-BDB-727	INTERNAL SPRING	DepReq	POitem	         4501733885	                  20	-1	              5			26.10.2022	02.12.2022	C03	            10457657		BC0	EA	            170
				BB91-BDB-294				BB91-BDB-294	MACH, SPRING RETAINER,  4" HYD ACTUATOR	DepReq	POitem	         4501740896	                  20	-1	              1			03.01.2023	02.12.2022	U02	            10457657	           30	BC8	EA	            105

					BBFJD001299			BBFJD001299	FORG, ROUND BAR ÿ10" - 4130-80	SubReq	ScPrSt			-0,120					20.09.2022	F01	            10008442		BC2	M	            150

				10353295				10353295	MACH, CYLINDER COVER, 4î HYD ACTUATOR	DepReq	POitem	         4501740895	                  20	-1	              1			02.12.2022	02.12.2022	U01	            10457657	           10	BC8	EA	            105

					BBFJD001339			BBFJD001339	FORG, ROUND BAR ÿ12" - 4130-80	SubReq	ScPrSt			-0,100					17.08.2022	F01	            10008315		BC2	M	            150

				BB91-BDB-728				BB91-BDB-728	MACH, RING, 4î HYDRAULIC ACTUATOR	DepReq	POitem	         4501737572	                  20	-1	              1			28.10.2022	02.12.2022	U02	            10457657	           40	BC8	EA	            105

					BBFJD001243			BBFJD001243	FORG, ROUND BAR ÿ4" - UNS S63000	SubReq	ScPrSt			-0,015					15.07.2022	C02	             9655701		BC2	M	            155

				BBBJS000003				BBBJS000003	HOLLOW HEX PIPE PLUG 1/2" AISI 316 NPTF	DepReq	ProjSt			-11					02.12.2022	L02	            10457657		BC5	EA	            130
				BBGAX000077				BBGAX000077	SEAL OPTISEAL PTFE 2.500 OD X 2.000 ID	DepReq	ProjSt			-1					02.12.2022	C03	            10457657		B02	EA	            180
				BBANV006003				BBANV006003	MOLYGARD WEAR RING PARKER RF W2-2250-500	DepReq	ProjSt			-2					02.12.2022	C02	            10457657		B02	EA	            180
				BBANV006004				BBANV006004	GUIDE RING PARKER MOLYGARD RF W2-1750-50	DepReq	ProjSt			-1					02.12.2022	C03	            10457657		BC5	EA	            180
				BBANV006005				BBANV006005	GUIDE RING PARKER MOLYGARD REFW2-7000-50	DepReq	PurRqs	           17103554	                  10	-1	              5	31.08.2022		29.11.2022	02.12.2022	C03	            10457657		B02	EA	            180
				BBGAX000071				BBGAX000071	PIPE SEAL CDI OL0250650-562B-909	DepReq	ProjSt			-1					02.12.2022	C02	            10457657		B02	EA	            180
				BBGAX000073				BBGAX000073	LIPSEAL CDI OL0250150-375-909	DepReq	ProjSt			-2					02.12.2022	C02	            10457657		B02	EA	            180
				BBGAX000075				BBGAX000075	LIPSEAL CDI OL0250200-STD-909	DepReq	ProjSt			-2					02.12.2022	C02	            10457657		B02	EA	            180
				BBGAX000074				BBGAX000074	LIPSEAL CDI OL0250250-375-909	DepReq	ProjSt			-2					02.12.2022	C02	            10457657		B02	EA	            180
				BBANV000714				BBANV000714	O-RING 378 DIA 10.475" X 0.210" FKM 90	DepReq	POitem	         4501740254	                  20	-2	             10			08.11.2022	02.12.2022	C02	            10457657		B02	EA	            180
				BBANV000720				BBANV000720	O-RING 329 DIA 1,975" X 0,210" FKM 90	DepReq	POitem	         4501740254	                  30	-1	              5			08.11.2022	02.12.2022	C02	            10457657		B02	EA	            180
				BBANV000719				BBANV000719	O-RING 332 DIA 2,350" X 0,210" FKM 90	DepReq	POitem	         4501740254	                  40	-1	              5			08.11.2022	02.12.2022	C02	            10457657		B02	EA	            180
				BBANV000715				BBANV000715	O-RING 439 ÿ6,475" X ÿ0,275" FKM 90	DepReq	POitem	         4501740254	                  50	-1	              5			08.11.2022	02.12.2022	C02	            10457657		B02	EA	            180
				BBBJS000004				BBBJS000004	HOLLOW HEX PIPE PLUG 1/4" AISI 316 NPTF	DepReq	ProjSt			-1					02.12.2022	C02	            10457657		BC0	EA	            180
				BBPFC021282				BBPFC021282	HEXSO SCR, 3/8-16 x 1.3/8, A193 B7M	DepReq	ProjSt			-6					02.12.2022	P01	            10457657		BC5	EA	            180
				BB91-BDB-500				BB91-BDB-500	ST BLT, 1" X 4 1/2" ASTM A193 GR B7M	DepReq	ProjSt			-6					02.12.2022	P01	            10457657		BC5	EA	            180
				10121680				10121680	HVY NUT,1-8 A194 2HM	DepReq	ProjSt			-6					02.12.2022	P01	            10457657		BC5	EA	            180
				BBROL000237				BBROL000237	CYL ROLLER THST BEARING 81215 / 75 MM	DepReq	ProjSt			-1					02.12.2022	C02	            10457657		BC0	EA	            180
				BBREB000007				BBREB000007	REBITE POP CAB ABAUL DIA 3,2 X 19,0 MM A	DepReq	ProjSt			-4					02.12.2022	L02	            10457657		BC5	EA	            180
				BB91-BDC-077				BB91-BDC-077	NAME PLATE, ACTUATORS	DepReq	ProjSt			-1					02.12.2022	C01	            10457657		BC4	EA	            155
				10358130				10358130	HEXSO SCR,1/2-13X2,A320 L7	DepReq	POitem	         4501737315	                  20	-8	             40			26.12.2022	02.12.2022	P02	            10457657		BC5	EA
				10358131				10358131	HEX SET FL, 1/4" x 1/2", A193 B7M	DepReq	POitem	         4501737315	                  30	-2	             10			12.12.2022	02.12.2022	P02	            10457657		BC5	EA
				10358108				10358108	HEX SET FL, 1/4" x 3/4", A193 B7M	DepReq	POitem	         4501737315	                  40	-2	             10			12.12.2022	02.12.2022	P02	            10457657		BC5	EA

			10353389					10353389	SEAT 4-1/16" 10K HF INCONEL 718	DepReq	POitem	         4501736636	                  50	-2	             10			02.12.2022	16.12.2022	M01	            10456802		BC1	EA	            189

				10353388				10353388	SEAT 4-1/16" 5/10M SVM-INCONEL 718-BLANK	SubReq	PurRqs	           17555406	                  10	-10	             10	28.10.2022		26.04.2023	08.08.2022	U01	             9550014		BC3	EA	            150

			10353387					10353387	GATE 4-1/16" 5/10M SVM FSC INC.718	DepReq	POitem	         4501736636	                  40	-1	              5			02.12.2022	16.12.2022	M01	            10456802		BC3	EA	            114

				10353386				10353386	GATE 4.1/16" 5/10M SVM FSC INC.718 BLANK	SubReq	PurRqs	           17557072	                  10	-5	              5	28.10.2022		26.04.2023	08.08.2022	U01	             9550013		BC3	EA	            150

			BBSEL000001					BBSEL000001	SEAL U 4-1/16"-10M MS-100 VLV	DepReq	ProjSt			-2					16.12.2022	C03	            10456802		TS9	EA	            280
			BBSEL003001					BBSEL003001	SEAL RADIAL F/SEAT 4 1/16"-10M	DepReq	ProjSt			-2					16.12.2022	C03	            10456802		B02	EA	            180
			BBSEL006001					BBSEL006001	BACKUP RING F/ GATE VLV 4 1/16"-10M	DepReq	ProjSt			-2					16.12.2022	C03	            10456802		BC3	EA	            280
			10327734					10327734	SUBSEA SLAB GATE VALVE 1/2" - 5k	DepReq	ShpgNt	         4501724422	                  30	-1	              2			11.01.2023	16.12.2022	U02	            10456802	            8	BC1	EA	            150
			10355548					10355548	MACH, ADAPTER 7.1/16" 5K X 7.1/16" 10K	DepReq	POitem	         4501742531	                  40	-1	              1			29.12.2022	16.12.2022	M01	            10456802		BC8	EA	            105

				10355092				10355092	FORG, 6BX 7.1/16" ADAPTER 7.1/16"	SubReq	ScPrSt			-1					22.08.2022	F01	            10176659		BC2	EA	            150

			10354932					10354932	HVY NUT,1.1/8-8,A194 GR.7	DepReq	POitem	         4501732885	                  80	-12	            180			09.11.2022	16.12.2022	P01	            10456802		BC5	EA	            164
			10356572					10356572	ST BLT,1.1/8-8x6.1/4,A320 L7	DepReq	POitem	         4501732885	                  70	-12	             60			08.11.2022	16.12.2022	P01	            10456802		BC5	EA	            164
			BB91-BDE-213					BB91-BDE-213	BX155 GASKET, UNS N08825	DepReq	ProjSt			-1					16.12.2022	C03	            10456802		B02	EA	            280
			10355096					10355096	ST BLT,1.1/2-8x8,A193 B7M	DepReq	ProjSt			-12					16.12.2022	P01	            10456802		BC5	EA	            164
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-12	            474			04.11.2022	16.12.2022	P01	            10456802		BC5	EA	            150
