28.10.2022                                                                                                                                                                    Dynamic List Display                                                                                                                                                                                                                             1


	Purch.Req.	Item	PO	Item	Material	Short Text	Req. Date	Release Dt	Deliv.dt	PO Date	PGr	Quantity	Un	Created by	Plnt	Requisnr.	Chngd On	Crcy	C	Deliv.Date	I	Language	Manufact.	MPN	Des. Supp.	Supplier	 PDT	S	POrg	Info rec.	Ordered	TrackingNo	Reserv.no.	RevLev	SLoc	  Total Value	Valn Price	Valn Price
	17050123	  10			10360958	PIPE PLUG 1/8" NPT MALE	25.08.2022	09.09.2022	05.02.2023		BC5	      1	EA	Tubing	5260	Tubing	25.08.2022	BRL	D	20230205		EN					150	N			     0			00	0404	        0,01	     0,01	     0,00
	17050124	  10			10360958	PIPE PLUG 1/8" NPT MALE	25.08.2022	12.09.2022	09.02.2023		BC5	     11	EA	Tubing	5260	Tubing	25.08.2022	BRL	D	20230209		EN					150	N			     0			00	0404	        0,11	     0,01	     0,00
	17050199	  10			10136503	HEXSO SCR,1-8X3,A320 L7	25.08.2022	01.10.2022	11.04.2023		BC5	      8	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230411		EN					180	N			     0				0404	    1.211,12	   151,39	     0,00
	17050215	  10			10280105	MACH, VCM SKID HOOK	25.08.2022	20.12.2022	20.03.2023		BC3	      6	EA	MTP	5260	MTP	08.09.2022	BRL	D	20230320		EN					 90	N			     0			00	0404	        6,00	     1,00	     0,00
	17050216	  10			10288093	MACH, INTENSIFIER SUPPORT PLATE	25.08.2022	10.10.2022	11.04.2023		BC3	      1	EA	MTP	5260	MTP	10.09.2022	BRL	D	20230411		EN					150	N			     0			00	0404	       30,00	    30,00	     0,00
	17050285	  10			10361142	HEX SCR,1.1/4"-8UN x 3.1/2",A320 L7	25.08.2022	09.09.2022	05.02.2023		BC5	    176	EA	Tubing	5260	Tubing	13.09.2022	BRL	D	20230205		EN					150	N			     0			00	0404	        1,76	     0,01	     0,00
	17050315	  10			10113089	HEX SCR,1-8x3,A320 L7	25.08.2022	16.09.2022	16.03.2023		BC5	     12	EA	Fasteners	5260	Fasteners	05.09.2022	BRL	D	20230316		EN					180	N			     0			01	0404	    1.441,92	   120,16	     0,00
	17050503	  10			10154064	HEX SCR 1/2" x 1" A320 L7	25.08.2022	11.10.2022	11.04.2023		BC5	      4	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230411		EN					150	N			     0				0404	        0,04	     0,01	     0,00
	17050594	  10			10187862	MACH, SPLITED RING PAB RT	25.08.2022	15.10.2022	11.04.2023		BC3	      1	EA	MTP	5260	MTP	09.09.2022	BRL	D	20230411		EN					100	N			     0			00	0404	       30,00	    30,00	     0,00
	17050595	  10			10254179	MACH, EXTERNAL GUIDE SUPPORT TABLE	25.08.2022	10.11.2022	01.05.2023		BC3	      2	EA	MTP	5260	MTP	28.09.2022	BRL	D	20230501		EN					114	N			     0			00	0404	       60,00	    30,00	     0,00
	17050596	  10			10265050	4 LEGS SLING - 8 TON (30º) X 6,2M	25.08.2022	20.11.2022	11.05.2023		BC5	      1	EA	Comerciais N	5260	Comerciais N	28.09.2022	BRL	D	20230511		EN					150	N			     0			00	0404	      696,96	   696,96	     0,00
	17050762	  10			10113086	HEXSO SCR,1/2-13x1.1/2,A320 L7	25.08.2022	10.10.2022	27.04.2023		BC5	     13	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230427		EN					180	N			     0			00	0404	      754,91	    58,07	     0,00
	17050827	  10			10254222	MACH, INTERNAL GUIDE SUPPORT TABLE	25.08.2022	20.11.2022	01.05.2023		BC3	      4	EA	MTP	5260	MTP	28.09.2022	BRL	D	20230501		EN					114	N			     0			00	0404	      120,00	    30,00	     0,00
	17051080	  10			10254224	MACH, REACTION PLATE SUPPORT TABLE	25.08.2022	20.11.2022	10.05.2023		BC3	      4	EA	MTP	5260	MTP	28.09.2022	BRL	D	20230510		EN					150	N			     0			00	0404	      120,00	    30,00	     0,00
	17051081	  10			10254227	MACH, REMOVABLE STOP	25.08.2022	20.11.2022	11.05.2023		BC3	      4	EA	MTP	5260	MTP	28.09.2022	BRL	D	20230511		EN					130	N			     0			00	0404	      120,00	    30,00	     0,00
	17051084	  10			10328281	WLDMT, MAIN STRUCTURE, SUPPORT TABLE	25.08.2022	10.11.2022	01.05.2023		BC4	      1	EA	Weld	5260	Weld	28.09.2022	BRL	D	20230501		EN					114	N			     0			00	0404	        0,01	     0,01	     0,00
	17051223	  10			10121035	HEXSO SCR,3/4-10x2,A320 L7	25.08.2022	01.10.2022	11.04.2023		BC5	      6	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230411		EN					180	N			     0			00	0404	      360,12	    60,02	     0,00
	17051276	  10			10314205	MACH, VISUAL INDICATOR PAB RT CYLINDER	25.08.2022	11.10.2022	11.04.2023		BC4	      2	EA	SubCon Machi	5260	SubCon Machi	09.09.2022	BRL	D	20230411		EN					150	N			     0			00	0404	        0,02	     0,01	     0,00
	17051277	  10			10328283	MACH, EXTERNAL GUIDE SUPPORT TABLE	25.08.2022	20.11.2022	01.05.2023		BC3	      2	EA	Tubing	5260	Tubing	28.09.2022	BRL	D	20230501		EN					114	N			     0			00	0404	        0,02	     0,01	     0,00
	17051523	  10			10130046	ST BLT FT,1/2-13x22,A193 B7M	25.08.2022	01.10.2022	11.04.2023		BC5	      2	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230411		EN					180	N			     0			00	0404	      280,54	   140,27	     0,00
	17051553	  10			10314200	WLDMT, SAFETY JOINT ROV PANEL SUPPORT	25.08.2022	11.10.2022	11.04.2023		BC4	      1	EA	Weld	5260	Weld	09.09.2022	BRL	D	20230411		EN					150	N			     0			00	0404	        0,01	     0,01	     0,00
	17051846	  10			10086345	PILOT CHECK VALVE 1/2" NPT 5000 PSI	25.08.2022	11.10.2022	10.03.2023		BC5	      1	EA	Commercials	5260	Commercials	25.08.2022	BRL	D	20230310		EN					150	N			     0			00	0404	    2.586,34	 2.586,34	     0,00
	17051933	  10			10121784	HEXSO SCR,1/2-13x2,A193 B7M	25.08.2022	10.10.2022	11.05.2023		BC5	     24	EA	Fasteners	5260	Fasteners	28.09.2022	BRL	D	20230511		EN					180	N			     0			00	0404	    1.152,48	    48,02	     0,00
	17052267	  10			10234654	WLDMT, TOP COVER SCM DUMMY	25.08.2022	20.09.2022	20.02.2023		BC4	      2	EA	Structures	5260	Structures	06.09.2022	BRL	D	20230220		EN					155	N			     0			03	0404	    2.800,00	 1.400,00	     0,00
	17052362	  10			10313178	ELEC CONN, 7W(F) ROV PARK	25.08.2022	08.11.2022	01.06.2023		BC7	     11	EA	Control Syst	5260	Control Syst	02.09.2022	BRL	D	20230601		EN					205	N			     0			00	0404	        0,11	     0,01	     0,00
	17052436	  10			10091971	S-SEAL JAMES WALKER JW 449-217-3B1	25.08.2022	01.10.2022	30.04.2023		TS9	      2	EA	Connect. & E	5260	Connect. & E	10.10.2022	BRL	D	20230430		EN					174	N			     0			01	0404	      675,52	   337,76	     0,00
	17052495	  10			10231528	EARTH CABLE, G/Y, M10 TERMINAL	25.08.2022	16.09.2022	20.02.2023		BC0	  0,500	M	Control Syst	5260	Control Syst	06.09.2022	BRL	D	20230220		EN					159	N			     0			00	0404	      400,00	   800,00	     0,00
	17052544	  10			BBACA001025	PAD EYE ROTATE - 3,5 TON	25.08.2022	07.10.2022	02.02.2023		BC0	     82	EA	Lifting Comp	5260	Lifting Comp	04.10.2022	BRL	D	20230202		EN					118	N			     0			01	0404	   14.685,38	   179,09	     0,00
	17052559	  10			BBACA001025	PAD EYE ROTATE - 3,5 TON	25.08.2022	01.10.2022	15.02.2023		BC0	     10	EA	Lifting Comp	5260	Lifting Comp	04.10.2022	BRL	D	20230215		EN					118	N			     0			01	0404	    1.790,90	   179,09	     0,00
	17052796	  10			10121171	NUT,1/2-13,A194 2HM	25.08.2022	11.10.2022	11.04.2023		BC5	     20	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230411		EN					150	N			     0			00	0404	    1.094,20	    54,71	     0,00
	17052806	  10			10125549	HEX SCR,1-8x2.1/4,A193 B7M	25.08.2022	20.09.2022	20.02.2023		BC5	     33	EA	Fasteners	5260	Fasteners	05.09.2022	BRL	D	20230220		EN					150	N			     0			00	0404	      825,00	    25,00	     0,00
	17052849	  10			10345911	ELEC CONN, 7W(F), ROV (SIEMENS)	25.08.2022	01.09.2022	01.05.2023		BC7	     11	EA	Control Syst	5260	Control Syst	29.09.2022	BRL	D	20230501		EN					250	N			     0			00	0404	        0,11	     0,01	     0,00
	17052906	  10			10048955	ELEC CONN DIGI ROV PARK REC 4/7-WAY PB	25.08.2022	23.11.2022	31.07.2023		BC7	     11	EA	Control Syst	5260	Control Syst	29.08.2022	BRL	D	20230731		EN	106881	BRSP-10-M018-CD			250	N			     0			02	0404	   42.581,77	 3.871,07	     0,00
	17052917	  10			10048955	ELEC CONN DIGI ROV PARK REC 4/7-WAY PB	25.08.2022	09.09.2022	17.05.2023		BC7	      6	EA	Control Syst	5260	Control Syst	29.08.2022	BRL	D	20230517		EN	106881	BRSP-10-M018-CD			250	N			     0			02	0404	   23.226,42	 3.871,07	     0,00
	17052973	  10			10302966	HEX SET FL, 3/4-10x3.250, A193 B7M	25.08.2022	16.09.2022	14.02.2023		BC5	    154	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230214		EN					150	N			     0			00	0404	        1,54	     0,01	     0,00
	17053114	  10			10105506	S-SEAL - JAMES WALKER JW449-333-1B1	25.08.2022	01.10.2022	11.04.2023		TS9	      2	EA	Connect. & E	5260	Connect. & E	15.09.2022	BRL	D	20230411		EN					174	N			     0			00	0404	    1.894,42	   947,21	     0,00
	17053187	  10			BBANV000907	ANEL "O" REF PARKER 2-262 70 SH A	25.08.2022	01.10.2022	11.04.2023		BC5	      1	EA	Connect. & E	5260	Connect. & E	15.09.2022	BRL	D	20230411		EN					174	N			     0			00	0404	       12,63	    12,63	     0,00
	17053207	  10			10113995	HEXSO SCR,3/4-10x3,A320 L7	25.08.2022	22.09.2022	25.03.2023		BC5	      6	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230325		EN					180	N			     0			00	0404	    1.279,92	   213,32	     0,00
	17053234	  10			10204527	MACH, VISUAL INDICATOR SAFETY JOINT	25.08.2022	07.10.2022	11.04.2023		BC3	      1	EA	Structures	5260	Structures	09.09.2022	BRL	D	20230411		EN					155	N			     0			00	0404	       30,00	    30,00	     0,00
	17053332	  10			10113087	HEX SCR,1/2-13x1.1/4,ASTM A320 L7	25.08.2022	01.10.2022	11.03.2023		BC5	     16	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230311		EN					150	N			     0			00	0404	       71,68	     4,48	     0,00
	17053345	  10			10202005	HEX SCR, 1/2-13x1.1/4, ASTM A453 GR-660	25.08.2022	01.10.2022	11.04.2023		BC5	     14	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230411		EN					180	N			     0			01	0404	    1.820,00	   130,00	     0,00
	17053347	  10			10205680	S-SEAL JW449-367-1B1	25.08.2022	01.10.2022	11.04.2023		TS9	      2	EA	Connect. & E	5260	Connect. & E	15.09.2022	BRL	D	20230411		EN					174	N			     0			00	0404	      911,64	   455,82	     0,00
	17053348	  10			10210792	MACH, PLUG 2", SHEAR PIN SAFETY JOINT	25.08.2022	11.10.2022	11.04.2023		BC3	      2	EA	MTP	5260	MTP	09.09.2022	BRL	D	20230411		EN					150	N			     0			00	0404	       60,00	    30,00	     0,00
	17053402	  10			10063432	OVERRIDE HOUSING CAP/RECEPTACLE	25.08.2022	17.10.2022	24.01.2023		BC3	     13	EA	MTP	5260	MTP	01.09.2022	BRL	D	20230124		EN	109697				 99	N			     0			02	0404	   97.318,00	 7.486,00	     0,00
	17053414	  10			10063432	OVERRIDE HOUSING CAP/RECEPTACLE	25.08.2022	24.10.2022	31.01.2023		BC3	      3	EA	MTP	5260	MTP	01.09.2022	BRL	D	20230131		EN	109697				 99	N			     0			02	0404	   22.458,00	 7.486,00	     0,00
	17053417	  10			10063432	OVERRIDE HOUSING CAP/RECEPTACLE	25.08.2022	21.11.2022	28.02.2023		BC3	      2	EA	MTP	5260	MTP	01.09.2022	BRL	D	20230228		EN	109697				 99	N			     0			02	0404	   14.972,00	 7.486,00	     0,00
	17053420	  10			10115706	HEXSO SCR,3/8-16x1,A320 L7	25.08.2022	01.10.2022	11.04.2023		BC5	      4	EA	Fasteners	5260	Fasteners	09.09.2022	BRL	D	20230411		EN					180	N			     0			00	0404	      753,36	   188,34	     0,00
	17053445	  10			10128502	S-SEAL - JAMES WALKER JW 449-465-1B1	25.08.2022	01.10.2022	11.04.2023		TS9	      2	EA	Commercials	5260	Commercials	10.10.2022	BRL	D	20230411		EN					174	N			     0			01	0404	    1.178,98	   589,49	     0,00
	17053446	  10			10128502	S-SEAL - JAMES WALKER JW 449-465-1B1	25.08.2022	01.10.2022	22.04.2023		TS9	      2	EA	Commercials	5260	Commercials	10.10.2022	BRL	D	20230422		EN					174	N			     0			01	0404	    1.178,98	   589,49	     0,00
	17053524	  10			10315532	3 x SEM BRACKET FRONT iCON SCM WELDMENT	25.08.2022	01.09.2022	20.01.2023		BC4	     12	EA	Structures	5260	Structures	15.09.2022	BRL	D	20230120		EN					159	N			     0			00	0404	        0,12	     0,01	     0,00
	17053536	  10			10315532	3 x SEM BRACKET FRONT iCON SCM WELDMENT	25.08.2022	01.09.2022	20.01.2023		BC4	      3	EA	Structures	5260	Structures	15.09.2022	BRL	D	20230120		EN					159	N			     0			00	0404	        0,03	     0,01	     0,00
	17053593	  10			10083175	HEXSO SCR,5/8-11x2.1/4,AISI316	25.08.2022	16.09.2022	20.02.2023		BC5	  1.896	EA	Fasteners	5260	Fasteners	16.09.2022	BRL	D	20230220		EN					159	N			     0			00	0404	   35.739,60	    18,85	     0,00
	17053668	  10			10049294	SPRINGSELE JW449-236-2B1	25.08.2022	11.10.2022	11.04.2023		TS9	      4	EA	Commercials	5260	Commercials	15.09.2022	BRL	D	20230411		EN					150	N			     0			02	0404	    2.260,44	   565,11	     0,00
	17053689	  10			10076916	O'RING REF PARKER 2-241 90 SH A.	25.08.2022	01.10.2022	11.04.2023		BC5	      8	EA	Connect. & E	5260	Connect. & E	15.09.2022	BRL	D	20230411		EN					174	N			     0			02	0404	      138,80	    17,35	     0,00
	17053721	  10			10183764	MACH, UNLOCK PISTON FLANGE	25.08.2022	11.10.2022	11.04.2023		BC3	      1	EA	MTP	5260	MTP	09.09.2022	BRL	D	20230411		EN					150	N			     0			00	0404	       30,00	    30,00	     0,00
	17053788	  10			10063433	ANTI ROTATIONAL PIN, MONOLOCK OVERRIDE	25.08.2022	21.10.2022	28.01.2023		BC3	     12	EA	MTP	5260	MTP	02.09.2022	BRL	D	20230128		EN					 99	N			     0			02	0404	    2.187,12	   182,26	     0,00
	17053800	  10			10063433	ANTI ROTATIONAL PIN, MONOLOCK OVERRIDE	25.08.2022	24.10.2022	31.01.2023		BC3	      3	EA	MTP	5260	MTP	02.09.2022	BRL	D	20230131		EN					 99	N			     0			02	0404	      546,78	   182,26	     0,00
	17053803	  10			10063433	ANTI ROTATIONAL PIN, MONOLOCK OVERRIDE	25.08.2022	18.11.2022	25.02.2023		BC3	      2	EA	MTP	5260	MTP	02.09.2022	BRL	D	20230225		EN					 99	N			     0			02	0404	      364,52	   182,26	     0,00
	17053868	  10			10210791	MACH, FLANGE FOR SLIDING GATE	25.08.2022	07.10.2022	11.04.2023		BC3	      1	EA	Structures	5260	Structures	09.09.2022	BRL	D	20230411		EN					155	N			     0			00	0404	       30,00	    30,00	     0,00
	17054006	  10			10133352	MACH, WATERJET REDUCTION	25.08.2022	11.10.2022	11.04.2023		BC3	      1	EA	MTP	5260	MTP	09.09.2022	BRL	D	20230411		EN					150	N			     0			01	0404	       30,00	    30,00	     0,00
	17054008	  10			10068900	CONNECTOR, 3/8" MALE NPT, 2507-600-1-6	25.08.2022	06.09.2022	13.02.2023		BC5	     32	EA	Connect. & E	5260	Connect. & E	25.08.2022	BRL	D	20230213		EN	109948	2507-600-1-6			159	N			     0			00	0404	    7.596,80	   237,40	     0,00
	17054012	  10			10068900	CONNECTOR, 3/8" MALE NPT, 2507-600-1-6	25.08.2022	09.09.2022	15.02.2023		BC5	      8	EA	Connect. & E	5260	Connect. & E	25.08.2022	BRL	D	20230215		EN	109948	2507-600-1-6			159	N			     0			00	0404	    1.899,20	   237,40	     0,00
	17054016	  10			10121683	HEX SET FC,1-8x3.1/2,A193 B7M	25.08.2022	16.09.2022	14.02.2023		BC5	     66	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230214		EN					150	N			     0			00	0404	    4.336,20	    65,70	     0,00
	17054099	  10			10121637	HEX SCR,3/4-10x2,A193 B7M	25.08.2022	06.09.2022	20.02.2023		BC5	    165	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230220		EN					180	N			     0			00	0404	    5.491,20	    33,28	     0,00
	17054110	  10			10121637	HEX SCR,3/4-10x2,A193 B7M	25.08.2022	06.09.2022	05.02.2023		BC5	     32	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230205		EN					180	N			     0			00	0404	    1.064,96	    33,28	     0,00
	17054114	  10			10121637	HEX SCR,3/4-10x2,A193 B7M	25.08.2022	16.09.2022	20.03.2023		BC5	    132	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230320		EN					180	N			     0			00	0404	    4.392,96	    33,28	     0,00
	17054127	  10			10121637	HEX SCR,3/4-10x2,A193 B7M	25.08.2022	01.10.2022	01.04.2023		BC5	      4	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230401		EN					180	N			     0			00	0404	      133,12	    33,28	     0,00
	17054159	  10			10122091	HEX SCR,1.1/4-8x3,A193 B7M	25.08.2022	15.09.2022	20.02.2023		BC5	    128	EA	Fasteners	5260	Fasteners	10.10.2022	BRL	D	20230220		EN					150	N			     0			00	0404	    4.480,00	    35,00	     0,00
	17054180	  10			10131105	HEXSO SCR,3/4-10x2.1/2,A193 B7M	25.08.2022	15.09.2022	20.02.2023		BC5	    154	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230220		EN					150	N			     0			00	0404	    8.397,62	    54,53	     0,00
	17054534	  10			10097542	S-SEAL - JAMES WALKER JW449-333-3B1	25.08.2022	01.10.2022	27.03.2023		TS9	      4	EA	Connect. & E	5260	Connect. & E	15.09.2022	BRL	D	20230327		EN					174	N			     0			00	0404	    1.202,52	   300,63	     0,00
	17054535	  10			10121032	HEXSO SCR,3/8-16x1.1/4,A193 B7M	25.08.2022	14.09.2022	13.03.2023		BC5	     16	EA	Fasteners	5260	Fasteners	28.09.2022	BRL	D	20230313		EN					180	N			     0			00	0404	      553,92	    34,62	     0,00
	17054669	  10			10121665	HVY NUT,3/4-10,A194 2HM	25.08.2022	16.09.2022	15.02.2023		BC5	    352	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230215		EN					150	N			     0			00	0404	    9.884,16	    28,08	     0,00
	17054680	  10			10121665	HVY NUT,3/4-10,A194 2HM	25.08.2022	01.10.2022	20.03.2023		BC5	    132	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230320		EN					150	N			     0			00	0404	    3.706,56	    28,08	     0,00
	17054691	  10			10121665	HVY NUT,3/4-10,A194 2HM	25.08.2022	01.10.2022	19.03.2023		BC5	    108	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230319		EN					150	N			     0			00	0404	    3.032,64	    28,08	     0,00
	17054695	  10			10121665	HVY NUT,3/4-10,A194 2HM	25.08.2022	01.10.2022	11.03.2023		BC5	      4	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230311		EN					150	N			     0			00	0404	      112,32	    28,08	     0,00
	17054740	  10			BBPSC014218	HEX SET FC,3/8-16x1/2,AISI316	25.08.2022	18.09.2022	20.02.2023		BC5	     22	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230220		EN					150	N			     0			01	0404	       26,62	     1,21	     0,00
	17054764	  10			10099564	MALE STR CONN TUB OD 3/8"x9/16"-18 UNF-2	25.08.2022	20.10.2022	05.03.2023		BC5	     16	EA	Connect. & E	5260	Connect. & E	20.10.2022	BRL	D	20230305		EN					159	N			     0			00	0404	    3.493,12	   218,32	     0,00
	17054988	  10			10121669	HVY NUT,1/2-13,A194 2HM	25.08.2022	10.10.2022	27.03.2023		BC5	    132	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230327		EN					150	N			     0			01	0404	    2.535,72	    19,21	     0,00
	17055063	  10			10121641	HEX SCR,1/2-13x1.1/2,A193 B7M	25.08.2022	01.11.2022	20.04.2023		BC5	     88	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230420		EN					150	N			     0			01	0404	    1.759,12	    19,99	     0,00
	17056636	  10			10084708	HOLLOW HEX PIPE PLUG 3/8" NPT	25.08.2022	01.10.2022	11.03.2023		BC0	      1	EA	Connect. & E	5260	Connect. & E	09.09.2022	BRL	D	20230311		EN					159	N			     0			02	0404	       62,73	    62,73	     0,00
	17056845	  10			BBANV000770	O-RING, 123,19x5,33, NBR90A	25.08.2022	01.10.2022	01.04.2023		B02	      1	EA	Connect. & E	5260	Connect. & E	09.09.2022	BRL	D	20230401		EN					174	N			     0			01	0404	        4,01	     4,01	     0,00
	17056846	  10			BBANV005134	SEAL PIP CDI OL0180150-375B-909 SP MS	25.08.2022	01.10.2022	11.04.2023		B02	      4	EA	Connect. & E	5260	Connect. & E	09.09.2022	BRL	D	20230411		EN					174	N			     0			02	0404	    5.672,56	 1.418,14	     0,00
	17057035	  10			10113120	NUT,1/2-13, A194 4/7	25.08.2022	11.10.2022	11.04.2023		BC5	     10	EA	Fasteners	5260	Fasteners	05.10.2022	BRL	D	20230411		EN					150	N			     0			00	0404	       39,80	     3,98	     0,00
	17057335	  10			BBPFS070225	PF SEXT 1/4" X 1" AISI 316	25.08.2022	25.10.2022	24.04.2023		BC5	     98	EA	Fasteners	5260	Fasteners	21.09.2022	BRL	D	20230424		EN					150	N			     0			01	0404	      614,46	     6,27	     0,00
	17057405	  10			BBPFS070257	PF SEXT 3/8" X 1 7/8" AISI 316	25.08.2022	27.01.2023	28.07.2023		BC5	    132	EA	Fasteners	5260	Fasteners	06.09.2022	BRL	D	20230728		EN					180	N			     0			00	0404	      349,80	     2,65	     0,00
	17057426	  10			BBPFC029225	HEXSO SCR, 1/4-20x1-FT, AISI316	25.08.2022	14.10.2022	05.04.2023		BC5	     11	EA	Fasteners	5260	Fasteners	14.10.2022	BRL	D	20230405		EN					160	N			     0			01	0404	      233,31	    21,21	     0,00
	17059506	  10			10121033	HEXSO SCR,1/2-13x1.1/4,A193 B7M	25.08.2022	01.12.2022	01.05.2023		BC5	     44	EA	Fasteners	5260	Fasteners	05.09.2022	BRL	D	20230501		EN					150	N			     0			00	0404	    1.675,96	    38,09	     0,00
	17059518	  10			10121033	HEXSO SCR,1/2-13x1.1/4,A193 B7M	25.08.2022	10.11.2022	11.05.2023		BC5	      8	EA	Fasteners	5260	Fasteners	28.09.2022	BRL	D	20230511		EN					150	N			     0			00	0404	      304,72	    38,09	     0,00
	17059540	  10			BBPFE014006	CSK HEX SCR, 1/2” x 2.1/2” - FT, AISI31	25.08.2022	05.10.2022	25.01.2023		BC5	      4	EA	Fasteners	5260	Fasteners	05.10.2022	BRL	D	20230125		EN					160	N			     0			01	0404	       23,84	     5,96	     0,00
	17061520	  10			10108705	SHCS HEX, M8X60, A4-80	25.08.2022	01.09.2022	25.01.2023		BC5	     24	EA	Fasteners	5260	Fasteners	02.09.2022	BRL	D	20230125		EN		M 8 X 60 MM LG.			150	N			     0			01	0404	       24,00	     1,00	     0,00
	17064318	  10			10313244	ELEC CONN, 7W(F) ROV FLG JIC8(F) L=1.6M	26.08.2022	21.10.2022	15.05.2023		BC7	     11	EA	Control Syst	5260	Control Syst	02.09.2022	BRL	D	20230515		EN					205	N			     0			00	0404	        0,11	     0,01	     0,00
	17065153	  10			10120011	SEACHEST FRAME WITH ANODE	26.08.2022	15.03.2023	15.03.2023		BC4	      2	EA	Tubing	5260	Tubing	18.10.2022	BRL	D	20230315		EN					  0	N			     0			03	0404	   13.573,88	 6.786,94	     0,00
	17065760	  10			10088495	BALL VALVE OD 3/8" x OD 3/8" 6000 PSI	26.08.2022	13.09.2022	10.02.2023		BC5	     36	EA	Valves & Act	5260	Valves & Act	28.08.2022	BRL	D	20230210		EN					150	N			     0			02	0404	    7.288,92	   202,47	     0,00
	17065772	  10			10088495	BALL VALVE OD 3/8" x OD 3/8" 6000 PSI	26.08.2022	13.09.2022	10.02.2023		BC5	      9	EA	Valves & Act	5260	Valves & Act	28.08.2022	BRL	D	20230210		EN					150	N			     0			02	0404	    1.822,23	   202,47	     0,00
	17065801	  10			10086075	CHECK VALVE OD3/8" - 6000PSI	26.08.2022	16.09.2022	15.02.2023		BC0	     36	EA	Valves & Act	5260	Valves & Act	28.08.2022	BRL	D	20230215		EN					150	N			     0			02	0404	   12.054,96	   334,86	     0,00
	17070191	  10			10078918	SEAL, BXTYPE, 205,13x228,09x11,48, NI825	26.08.2022	15.09.2022	10.04.2023		TS9	      6	EA	MTP	5260	MTP	04.10.2022	BRL	D	20230410		EN					195	N			     0			04	0404	    7.021,08	 1.170,18	     0,00
	17071402	  10			10090977	AX 5" METAL-METAL SEAL", 10K	26.08.2022	26.08.2022	03.02.2023		TS9	      4	EA	MTP	5260	MTP	02.09.2022	BRL	D	20230203		EN					150	N			     0			01	0404	   51.644,32	12.911,08	     0,00
	17071619	  10			10090695	AX 1" METAL-METAL SEAL", 10K	26.08.2022	26.08.2022	01.02.2023		TS9	      5	EA	MTP	5260	MTP	02.09.2022	BRL	D	20230201		EN					210	N			     0			00	0404	    4.554,40	   910,88	     0,00
	17071620	  10			10090694	AX 2" METAL-METAL SEAL", 10K	26.08.2022	01.09.2022	01.02.2023		TS9	      2	EA	MTP	5260	MTP	02.09.2022	BRL	D	20230201		EN					150	N			     0			00	0404	    4.098,16	 2.049,08	     0,00
	17071628	  10			10360527	SEAL, TURCON STEPSEAL	26.08.2022	26.08.2022	01.02.2023		TS9	      1	EA	Tubing	5260	Tubing	02.09.2022	BRL	D	20230201		EN					180	A			     0			00	0404	        0,01	     0,01	     0,00
	17071630	  10			BBANV002003	BX152 GASKET, POLYMYTE, 60 SHORE D	26.08.2022	02.09.2022	01.02.2023		BC5	      9	EA	Connect. & E	5260	Connect. & E	30.09.2022	BRL	D	20230201		EN					150	N			     0			00	0404	        9,00	     1,00	     0,00
	17071631	  10			BBANV002006	BX169 GASKET, POLYMYTE, 60 SHORE D	26.08.2022	02.09.2022	01.02.2023		BC5	      7	EA	Connect. & E	5260	Connect. & E	30.09.2022	BRL	D	20230201		EN					150	N			     0			00	0404	      551,25	    78,75	     0,00
	17071632	  10			10117458	TEESELE JAMES WALKER JW 459-117-1B1	26.08.2022	26.08.2022	01.02.2023		TS9	      6	EA	Commercials	5260	Commercials	02.09.2022	BRL	D	20230201		EN					160	N			     0			02	0404	    3.572,58	   595,43	     0,00
	17071633	  10			10117459	TEESELE JAMES WALKER JW 459-121-1B1	26.08.2022	26.08.2022	01.02.2023		TS9	      6	EA	Commercials	5260	Commercials	02.09.2022	BRL	D	20230201		EN					160	N			     0			02	0404	    4.498,14	   749,69	     0,00
	17071634	  10			10091971	S-SEAL JAMES WALKER JW 449-217-3B1	26.08.2022	26.08.2022	01.02.2023		TS9	      4	EA	Connect. & E	5260	Connect. & E	02.09.2022	BRL	D	20230201		EN					174	N			     0			01	0404	    1.351,04	   337,76	     0,00
